id,user_id,plan_id,razorpay_payment_id,razorpay_order_id,razorpay_signature,amount,currency,method,bank,wallet,card_id,card_network,card_type,card_last4,card_issuer,upi_transaction_id,upi_vpa,status,captured,refunded,refund_status,amount_refunded,refund_amount,tax_amount,fee_amount,service_tax,fee,tax,description,notes,contact,name,email,entity,invoice_id,error_code,error_description,error_source,error_step,error_reason,created_at,updated_at,captured_at,refunded_at,international,amount_in_paisa,base_amount,base_currency,exchange_rate,recurring,recurring_token,recurring_status,razorpay_response,subscription_id
124,35,2,pay_RChL17pDY7dh71,order_RChKDuq2CRTKg4,,99900.000000000000000000000000000000,INR,upi,,,,,,,,,,captured,true,false,refunded,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,Payment for Starter plan,,918888888888,,user@example.com,payment,,,,,,,2025-09-02 10:20:57.798,2025-09-02 10:20:57.798,2025-09-02 10:20:57.796,,false,,,,,false,,,"{""plan"": {""id"": 2, ""icon"": ""rocket"", ""name"": ""Starter"", ""color"": ""#F59E0B"", ""price"": 999, ""currency"": ""INR"", ""features"": [""Up to 500 transactions/month"", ""Voice & OCR entry"", ""Basic GST reports"", ""Email support""], ""isActive"": true, ""createdAt"": ""2025-08-15T11:15:03.729Z"", ""createdBy"": 1, ""isPopular"": false, ""sortOrder"": 2, ""updatedAt"": ""2025-08-20T05:59:40.526Z"", ""updatedBy"": null, ""description"": ""Perfect for small teams"", ""displayName"": ""Starter"", ""billingCycle"": ""month"", ""isRecommended"": false, ""razorpayPlanId"": ""plan_R78eupBraMFzsW"", ""maxTransactions"": 500}, ""payment"": {""fee"": 0, ""tax"": 0, ""bank"": """", ""email"": ""user@example.com"", ""amount"": 99900, ""entity"": ""payment"", ""method"": ""upi"", ""planId"": 2, ""status"": ""captured"", ""userId"": 35, ""wallet"": """", ""card_id"": """", ""contact"": ""918888888888"", ""upi_vpa"": """", ""JSON_LOG"": {""method"": ""upi"", ""order_id"": ""order_RChKDuq2CRTKg4"", ""payment_id"": ""pay_RChL17pDY7dh71"", ""upi_details"": {}, ""card_details"": {}, ""full_response"": {""razorpay_order_id"": ""order_RChKDuq2CRTKg4"", ""razorpay_signature"": ""24eacd318a0ddcc7b00b1950cdedfbe49bd2af74f63212fd48bad228c8798ee3"", ""razorpay_payment_id"": ""pay_RChL17pDY7dh71""}, ""method_detection"": {""fallback_used"": true, ""detected_method"": ""upi"", ""detection_logic"": ""intelligent_fallback_for_test_mode""}, ""razorpay_signature"": ""24eacd318a0ddcc7b00b1950cdedfbe49bd2af74f63212fd48bad228c8798ee3"", ""signature_verification"": {""note"": ""React Native SDK limitation - backend should verify using payment_id and order_id"", ""signature_provided"": true, ""verification_method"": ""standard_signature_verification""}}, ""order_id"": ""order_RChKDuq2CRTKg4"", ""card_type"": """", ""paymentId"": ""pay_RChL17pDY7dh71"", ""card_last4"": """", ""invoice_id"": """", ""card_issuer"": """", ""description"": ""Payment for Starter plan"", ""card_network"": """", ""international"": false, ""refund_status"": ""not_refunded"", ""amount_refunded"": 0, ""upi_transaction_id"": """"}, ""JSON_LOG"": {""method"": ""upi"", ""order_id"": ""order_RChKDuq2CRTKg4"", ""payment_id"": ""pay_RChL17pDY7dh71"", ""upi_details"": {}, ""card_details"": {}, ""full_response"": {""razorpay_order_id"": ""order_RChKDuq2CRTKg4"", ""razorpay_signature"": ""24eacd318a0ddcc7b00b1950cdedfbe49bd2af74f63212fd48bad228c8798ee3"", ""razorpay_payment_id"": ""pay_RChL17pDY7dh71""}, ""method_detection"": {""fallback_used"": true, ""detected_method"": ""upi"", ""detection_logic"": ""intelligent_fallback_for_test_mode""}, ""razorpay_signature"": ""24eacd318a0ddcc7b00b1950cdedfbe49bd2af74f63212fd48bad228c8798ee3"", ""signature_verification"": {""note"": ""React Native SDK limitation - backend should verify using payment_id and order_id"", ""signature_provided"": true, ""verification_method"": ""standard_signature_verification""}}}",
126,35,4,pay_RChalRMgRk4xUi,order_RChZlNg5WugJRP,,499900.000000000000000000000000000000,INR,upi,,,,,,,,,,captured,true,false,refunded,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,Payment for Enterprise plan,,918888888888,,user@example.com,payment,,,,,,,2025-09-02 10:35:50.288,2025-09-02 10:35:50.288,2025-09-02 10:35:50.285,,false,,,,,false,,,"{""plan"": {""id"": 4, ""icon"": ""building"", ""name"": ""Enterprise"", ""color"": ""#EF4444"", ""price"": 4999, ""currency"": ""INR"", ""features"": [""Everything in Professional"", ""Multi-location support"", ""Custom integrations"", ""Dedicated support""], ""isActive"": true, ""createdAt"": ""2025-08-15T11:15:04.462Z"", ""createdBy"": 1, ""isPopular"": false, ""sortOrder"": 4, ""updatedAt"": ""2025-08-20T05:59:40.860Z"", ""updatedBy"": null, ""description"": ""Custom solutions for large organizations"", ""displayName"": ""Enterprise"", ""billingCycle"": ""month"", ""isRecommended"": false, ""razorpayPlanId"": null, ""maxTransactions"": 5000}, ""payment"": {""fee"": 0, ""tax"": 0, ""bank"": """", ""email"": ""user@example.com"", ""amount"": 499900, ""entity"": ""payment"", ""method"": ""upi"", ""planId"": 4, ""status"": ""captured"", ""userId"": 35, ""wallet"": """", ""card_id"": """", ""contact"": ""918888888888"", ""upi_vpa"": """", ""JSON_LOG"": {""method"": ""upi"", ""order_id"": ""order_RChZlNg5WugJRP"", ""payment_id"": ""pay_RChalRMgRk4xUi"", ""upi_details"": {}, ""card_details"": {}, ""full_response"": {""razorpay_order_id"": ""order_RChZlNg5WugJRP"", ""razorpay_signature"": ""a7d8793347a2dc62e47942ae92103e0f572aa4690699b9753beddddf7a068ae5"", ""razorpay_payment_id"": ""pay_RChalRMgRk4xUi""}, ""method_detection"": {""fallback_used"": true, ""detected_method"": ""upi"", ""detection_logic"": ""intelligent_fallback_for_test_mode""}, ""razorpay_signature"": ""a7d8793347a2dc62e47942ae92103e0f572aa4690699b9753beddddf7a068ae5"", ""signature_verification"": {""note"": ""Signature successfully extracted from Razorpay response"", ""signature_provided"": true, ""verification_method"": ""standard_signature_verification""}}, ""order_id"": ""order_RChZlNg5WugJRP"", ""card_type"": """", ""paymentId"": ""pay_RChalRMgRk4xUi"", ""card_last4"": """", ""invoice_id"": """", ""card_issuer"": """", ""description"": ""Payment for Enterprise plan"", ""card_network"": """", ""international"": false, ""refund_status"": ""not_refunded"", ""amount_refunded"": 0, ""upi_transaction_id"": """"}, ""JSON_LOG"": {""method"": ""upi"", ""order_id"": ""order_RChZlNg5WugJRP"", ""payment_id"": ""pay_RChalRMgRk4xUi"", ""upi_details"": {}, ""card_details"": {}, ""full_response"": {""razorpay_order_id"": ""order_RChZlNg5WugJRP"", ""razorpay_signature"": ""a7d8793347a2dc62e47942ae92103e0f572aa4690699b9753beddddf7a068ae5"", ""razorpay_payment_id"": ""pay_RChalRMgRk4xUi""}, ""method_detection"": {""fallback_used"": true, ""detected_method"": ""upi"", ""detection_logic"": ""intelligent_fallback_for_test_mode""}, ""razorpay_signature"": ""a7d8793347a2dc62e47942ae92103e0f572aa4690699b9753beddddf7a068ae5"", ""signature_verification"": {""note"": ""Signature successfully extracted from Razorpay response"", ""signature_provided"": true, ""verification_method"": ""standard_signature_verification""}}}",
